month,year,data_status,alcoholic_beer_total_proxy_kl,regular_beer_excluding_low_calorie_proxy_kl,low_calorie_light_beer_proxy_kl,nonalcoholic_beer_proxy_kl,nonalcoholic_beer_market_value_proxy_million_krw,cass_fresh_proxy_kl,cass_light_proxy_kl,cass_0_0_or_all_zero_proxy_kl,alcoholic_total_annual_anchor_kl,low_calorie_share_assumption,cass_fresh_share_assumption,cass_light_share_assumption,cass_zero_share_of_na_assumption,monthly_weight_total_beer,monthly_weight_low_calorie,monthly_weight_nonalc,hs2203_import_kg_actual,hs2203_export_kg_actual,google_trends_beer,google_trends_imported_beer,google_trends_nonalc_beer,google_trends_cass_beer,google_trends_cass_light,google_trends_cass_zero_terms,generation_formula_note,seoul_avg_temp_c,seoul_avg_max_temp_c,seoul_precipitation_mm,seoul_hot_days_30c,seoul_rain_days,days_in_month,weekend_days,public_holiday_count_kr_approx,is_summer_peak_jun_aug,is_kbo_regular_season,weather__year,month_num,quarter,weather__days_in_month,month_sin_annual,month_cos_annual,is_winter_dec_feb,is_spring_mar_may,is_summer_jun_aug,is_autumn_sep_nov,is_summer_peak_jul_aug,is_year_end_nov_dec,is_school_vacation_approx_jan_feb_jul_aug,weather__seoul_avg_temp_c,weather__seoul_avg_max_temp_c,seoul_avg_min_temp_c,seoul_month_max_temp_c,seoul_month_min_temp_c,seoul_avg_apparent_temp_c,seoul_avg_max_apparent_temp_c,seoul_avg_min_apparent_temp_c,seoul_month_max_apparent_temp_c,weather__seoul_precipitation_mm,seoul_rain_mm,seoul_snowfall_cm,seoul_precipitation_hours,seoul_wet_days_0_1mm,seoul_rain_days_1mm,seoul_heavy_rain_days_30mm,seoul_very_heavy_rain_days_80mm,seoul_dry_days_lt1mm,weather__seoul_hot_days_30c,seoul_heatwave_warning_days_33c,seoul_tropical_nights_25c,seoul_freezing_days_min_lt0c,seoul_ice_days_max_lt0c,seoul_cold_wave_days_min_le_minus12c,seoul_apparent_heat_days_32c,seoul_cooling_degree_days_18c,seoul_heating_degree_days_18c,seoul_cooling_degree_days_26c,seoul_wind_speed_mean_kmh_daily,seoul_wind_speed_max_kmh_daily,seoul_wind_gust_max_kmh,seoul_shortwave_radiation_mj_m2_sum,seoul_shortwave_radiation_mj_m2_daily_mean,seoul_daylight_hours_sum,seoul_sunshine_hours_sum,seoul_relative_humidity_mean_pct,seoul_relative_humidity_min_pct,seoul_relative_humidity_max_pct,seoul_hourly_temp_p95_c,seoul_hourly_apparent_temp_p95_c,seoul_hourly_wind_speed_mean_kmh,seoul_hourly_wind_speed_p95_kmh,seoul_air_no2_ppm,seoul_air_o3_ppm,seoul_air_co_ppm,seoul_air_so2_ppm,seoul_pm10_ug_m3,seoul_pm25_ug_m3,seoul_pm10_month_avg_bad_flag_gt80,seoul_pm25_month_avg_bad_flag_gt35,air_quality_station_nm,air_quality_missing_flag,data_source_weather,data_source_air_quality,events__year,events__days_in_month,events__weekend_days,public_holiday_count_kr,public_holiday_weekday_count_kr,nonworking_days_weekend_or_holiday,longest_consecutive_nonwork_days,long_weekend_3plus_days_in_month,holiday_names_kr,events__is_summer_peak_jun_aug,is_vacation_peak_jul_aug,kbo_regular_games,kbo_regular_game_days,events__is_kbo_regular_season,kbo_postseason_games,kbo_postseason_game_days,is_kbo_postseason,sports_major_event_days,is_sports_major_event_month,olympics_days,fifa_world_cup_days,asian_games_days,sports_major_event_names,regional_festival_count_planned,regional_festival_days_est,regional_festival_offline_or_hybrid_count,regional_festival_offline_or_hybrid_days_est,regional_festival_vague_date_count,beer_festival_count_keyword,beer_festival_days_est_keyword,beer_festival_offline_or_hybrid_count_keyword,events_data_source_note,news_beer_general_count,news_cass_ob_count,news_nonalc_count,news_weather_demand_count,news_festival_beer_count,news_regulation_health_price_count,news_beer_general_positive_keyword_count,news_beer_general_negative_keyword_count,news_cass_ob_positive_keyword_count,news_cass_ob_negative_keyword_count,news_nonalc_positive_keyword_count,news_nonalc_negative_keyword_count,news_weather_demand_positive_keyword_count,news_weather_demand_negative_keyword_count,news_festival_beer_positive_keyword_count,news_festival_beer_negative_keyword_count,news_regulation_health_price_positive_keyword_count,news_regulation_health_price_negative_keyword_count,news_health_trend_title_count,news_price_regulation_title_count,news_weather_title_count,news_event_title_count,news_total_index,news_sentiment_balance_proxy,news_data_source_note,korea_cpi_generated_index_2020_01_100,korea_cpi_generated_yoy_pct,korea_annual_cpi_inflation_anchor_pct,imported_beer_unit_value_usd_per_kg,imported_beer_unit_value_yoy_pct,google_trends_inflation_m物가,google_trends_dining_price,google_trends_beer_price,google_trends_alcohol_price,google_trends_consumer_sentiment,price_pressure_search_index,ob_major_price_increase_event_dummy,months_since_ob_price_event_cap6,economic_price_data_source_note
2021-11,2021,official_annual_disaggregated,136667.4,135034.4,1633.1,691.7,2766.7,57400.3,1633.1,193.7,1700900.0,0.025,0.42,0.025,0.28,0.08035,0.038405,0.066667,22781373.84,9025449.54,54.0,0.0,1.0,41.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,6.16,11.4,59.5,0,11,30,8,0,0,0,2021,11,4,30,-0.5,0.866,0,0,0,1,0,1,0,6.16,11.4033,1.6333,19.1,-4.7,3.1867,8.3433,-1.6233,17.3,59.5,59.5,0.0,65.0,11,7,0,0,23,0,0,0,11,0,0,0,0.0,355.2,0.0,8.9433,28.4,58.3,278.61,9.287,305.0328,228.7763,75.975,26,100,14.705,12.4,8.9425,20.405,0.035,0.017,0.6,0.004,46.0,27.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2021,30,8,0,0,8,2,0,none,0,0,0,0,0,11,11,1,0,0,0,0,0,none,62,176,62,176,36,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,107,31,10,19,0,36,7,4,4,1,0,0,5,0,0,0,1,6,16,8,3,7,203,6,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,102.758,2.332,2.5,0.8504,-1.461,51.0,0.0,3.0,2.0,2.0,56.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2021-12,2021,official_annual_disaggregated,140485.7,138764.9,1720.8,691.7,2766.7,59004.0,1720.8,193.7,1700900.0,0.025,0.42,0.025,0.28,0.082595,0.040468,0.066667,21595117.44,6809325.4,57.0,1.0,1.0,44.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-1.26,3.84,11.1,0,9,31,8,0,0,0,2021,12,4,31,-0.0,1.0,1,0,0,0,0,1,0,-1.2581,3.8419,-5.4258,10.6,-15.5,-5.5548,-0.3419,-9.9581,8.0,11.1,5.4,3.99,37.0,9,4,0,0,27,0,0,0,27,7,3,0,0.0,597.0,0.0,10.1355,31.6,59.8,251.6,8.1161,298.1764,216.5935,66.1048,21,100,7.4,4.685,10.1317,21.885,0.034,0.013,0.6,0.004,39.0,25.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2021,31,8,1,0,8,2,0,2021-12-25 기독탄신일,0,0,0,0,0,0,0,0,0,0,0,0,0,none,42,132,40,129,19,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,107,19,21,8,0,46,21,4,3,0,5,0,2,0,0,0,6,3,24,4,1,1,201,30,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,102.97,2.5,2.5,0.8638,-1.071,56.0,0.0,3.0,3.0,1.0,62.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2022-01,2022,official_annual_disaggregated,143088.3,141826.4,1261.9,590.9,2363.6,60812.5,1261.9,200.9,1824200.0,0.027,0.425,0.027,0.34,0.078439,0.025621,0.045455,22326000.91,8641243.3,70.0,1.0,1.0,56.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-3.47,1.65,5.6,0,9,31,10,1,0,0,2022,1,1,31,0.5,0.866,1,0,0,0,0,0,1,-3.4742,1.6516,-7.129,7.5,-10.6,-8.1226,-3.1516,-11.7097,4.0,5.6,0.5,3.64,26.0,9,2,0,0,29,0,0,0,31,10,0,0,0.0,665.7,0.0,9.0645,30.4,56.5,305.95,9.8694,306.9277,250.4056,54.2944,19,97,3.3,-0.715,9.0531,18.3,0.035,0.015,0.6,0.004,44.0,32.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2022,31,10,2,1,11,5,3,2022-01-01 신정연휴; 2022-01-31 설날 전날,0,0,0,0,0,0,0,0,0,0,0,0,0,none,13,218,9,168,1,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,149,19,9,6,0,44,25,22,6,0,1,0,0,0,0,0,5,15,18,31,1,3,227,0,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,103.397,2.714,5.1,0.8197,-0.655,73.0,0.0,4.0,3.0,1.0,80.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2022-02,2022,official_annual_disaggregated,127798.0,126641.4,1156.6,590.9,2363.6,54314.1,1156.6,200.9,1824200.0,0.027,0.425,0.027,0.34,0.070057,0.023482,0.045455,18131190.2,7778782.3,64.0,0.0,1.0,51.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-2.57,2.89,3.7,0,4,28,8,2,0,0,2022,2,1,28,0.866,0.5,1,0,0,0,0,0,1,-2.5714,2.8893,-6.5179,9.2,-10.4,-7.4,-2.6179,-11.4464,6.0,3.7,1.9,1.26,11.0,4,2,0,0,26,0,0,0,28,9,0,0,0.0,576.0,0.0,11.3,33.0,63.0,381.27,13.6168,302.4707,265.5199,56.1384,15,100,6.945,2.245,11.3054,23.19,0.026,0.028,0.5,0.003,38.0,27.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2022,28,8,2,2,10,5,2,2022-02-01 설날; 2022-02-02 설날 다음날,0,0,0,0,0,0,0,0,17,1,17,0,0,Beijing 2022 Winter Olympics,17,143,16,142,8,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,128,21,7,14,0,38,25,3,3,0,0,0,1,0,0,0,2,14,10,20,0,4,208,14,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,103.827,2.929,5.1,0.8651,-0.064,73.0,0.0,4.0,2.0,0.0,79.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2022-03,2022,official_annual_disaggregated,129267.5,128251.4,1016.1,1181.8,4727.3,54938.7,1016.1,401.8,1824200.0,0.027,0.425,0.027,0.34,0.070863,0.02063,0.090909,29016902.99,7560283.1,56.0,0.0,2.0,58.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,5.22,11.39,81.1,0,13,31,8,2,0,0,2022,3,1,31,1.0,0.0,0,1,0,0,0,0,0,5.2194,11.3903,-0.071,19.0,-5.7,1.7742,8.0387,-3.829,16.1,81.1,70.9,7.14,77.0,13,10,0,0,21,0,0,0,17,0,0,0,0.0,396.2,0.0,10.3,32.1,64.8,438.77,14.1539,370.667,239.058,69.9032,20,99,13.4,11.285,10.3007,21.755,0.029,0.03,0.5,0.004,35.0,21.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2022,31,8,2,2,10,2,0,2022-03-01 삼일절; 2022-03-09 대통령 선거일,0,0,0,0,0,0,0,0,0,0,0,0,0,none,33,128,32,127,23,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,132,38,18,22,0,43,25,15,7,4,2,0,6,1,0,0,6,21,13,42,0,1,253,5,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,104.258,3.144,5.1,0.8242,-3.434,72.0,0.0,5.0,2.0,1.0,79.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2022-04,2022,official_annual_disaggregated,141194.8,139792.4,1402.4,590.9,2363.6,60007.8,1402.4,200.9,1824200.0,0.027,0.425,0.027,0.34,0.077401,0.028474,0.045455,11120640.11,6798992.3,78.0,1.0,1.0,71.0,0.0,18.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,12.03,18.4,29.4,0,10,30,9,0,0,1,2022,4,2,30,0.866,-0.5,0,1,0,0,0,0,0,12.03,18.3967,6.77,27.0,-0.4,9.6333,16.3067,4.09,26.0,29.4,29.4,0.0,43.0,10,4,0,0,26,0,0,0,1,0,0,0,2.7,181.8,0.0,10.2567,29.8,58.7,591.46,19.7153,395.0046,295.2099,65.3375,20,100,21.5,20.5,10.2599,21.1,0.023,0.044,0.4,0.004,38.0,22.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2022,30,9,0,0,9,2,0,none,0,0,123,25,1,0,0,0,0,0,0,0,0,none,121,420,120,419,73,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,124,37,10,18,0,41,28,12,13,0,2,1,5,1,0,0,1,16,25,21,5,14,230,19,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,104.691,3.359,5.1,0.9017,2.417,97.0,0.0,5.0,3.0,1.0,105.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2022-05,2022,official_annual_disaggregated,148871.3,141287.1,7584.2,1181.8,4727.3,63270.3,7584.2,401.8,1824200.0,0.027,0.425,0.027,0.34,0.081609,0.153983,0.090909,15686093.58,7238656.5,79.0,0.0,2.0,58.0,19.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,17.03,23.34,17.9,0,10,31,9,2,0,1,2022,5,2,31,0.5,-0.866,0,1,0,0,0,0,0,17.029,23.3387,11.3742,28.4,4.7,15.3613,21.629,9.9871,28.8,17.9,17.9,0.0,35.0,10,3,0,0,28,0,0,0,0,0,0,0,13.9,44.0,0.0,11.1065,30.1,56.5,713.85,23.0274,439.8766,354.3022,60.418,17,99,24.585,23.94,11.1038,23.57,0.017,0.05,0.4,0.003,28.0,18.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2022,31,9,2,1,10,2,0,2022-05-05 어린이날; 2022-05-08 부처님오신날,0,0,129,26,1,0,0,0,0,0,0,0,0,none,124,455,123,453,61,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,212,51,12,34,0,36,68,4,27,0,3,0,15,0,0,0,4,4,34,9,10,31,345,109,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,105.126,3.575,5.1,0.9239,6.315,95.0,0.0,6.0,3.0,1.0,104.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2022-06,2022,official_annual_disaggregated,159488.0,152450.7,7037.3,1772.7,7090.9,67782.4,7037.3,602.7,1824200.0,0.027,0.425,0.027,0.34,0.087429,0.142879,0.136364,16357205.55,10357767.88,85.0,0.0,3.0,67.0,17.0,15.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,21.88,26.64,334.3,3,21,30,8,2,1,1,2022,6,2,30,0.0,-1.0,0,0,1,0,0,0,0,21.8767,26.64,17.8867,33.0,12.3,22.8667,28.04,18.5533,36.5,334.3,334.3,0.0,213.0,21,17,3,2,13,3,1,0,0,0,0,4,117.1,0.8,0.0,11.83,37.0,65.9,515.08,17.1693,441.3522,224.2273,75.2569,23,100,28.3,30.3,11.834,25.105,0.016,0.034,0.3,0.003,18.0,12.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2022,30,8,2,2,10,3,3,2022-06-01 지방선거일; 2022-06-06 현충일,1,0,117,26,1,0,0,0,0,0,0,0,0,none,59,203,59,203,37,1,1,1,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,189,66,20,40,0,36,29,1,27,1,1,0,8,0,0,0,4,2,58,4,7,39,351,65,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,105.563,3.792,5.1,0.8498,-5.344,100.0,0.0,5.0,3.0,2.0,108.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2022-07,2022,official_annual_disaggregated,173834.1,172185.8,1648.3,1772.7,7090.9,73879.5,1648.3,602.7,1824200.0,0.027,0.425,0.027,0.34,0.095293,0.033466,0.136364,18617946.6,10677945.98,92.0,1.0,3.0,92.0,0.0,29.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,25.62,29.25,220.8,12,27,31,10,0,1,1,2022,7,3,31,-0.5,-0.866,0,0,1,0,1,0,1,25.6226,29.2548,22.5806,33.5,19.7,29.7129,33.9097,26.1323,39.3,220.8,220.8,0.0,222.0,27,19,2,0,12,12,1,3,0,0,0,22,236.3,0.0,13.7,8.5161,26.7,53.3,573.93,18.5139,448.4923,281.3693,83.418,56,100,30.6,35.9,8.5134,16.755,0.018,0.039,0.4,0.003,23.0,18.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2022,31,10,0,0,10,2,0,none,1,1,95,21,1,0,0,0,0,0,0,0,0,none,63,256,62,255,46,2,2,2,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,218,60,26,48,0,46,60,2,36,4,4,0,8,10,0,0,6,3,54,18,35,66,398,95,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,106.001,4.009,5.1,0.8455,-3.591,95.0,0.0,5.0,2.0,1.0,102.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2022-08,2022,official_annual_disaggregated,192539.4,181977.2,10562.2,1181.8,4727.3,81829.2,10562.2,401.8,1824200.0,0.027,0.425,0.027,0.34,0.105547,0.214446,0.090909,22943014.15,12716748.8,100.0,1.0,2.0,75.0,27.0,21.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,24.05,27.28,464.1,6,27,31,8,1,1,1,2022,8,3,31,-0.866,-0.5,0,0,1,0,1,0,1,24.0484,27.2774,21.3065,31.6,13.2,27.4742,31.1839,24.1419,37.3,464.1,464.1,0.0,301.0,27,24,4,1,7,6,0,4,0,0,0,16,187.5,0.0,7.5,9.6903,38.1,69.5,466.28,15.0413,421.1214,230.829,85.8333,49,100,29.185,34.3,9.6897,20.07,0.018,0.032,0.3,0.003,19.0,13.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2022,31,8,1,1,9,3,3,2022-08-15 광복절,1,1,109,25,1,0,0,0,0,0,0,0,0,none,97,335,97,335,67,2,2,2,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,190,50,13,45,0,43,67,1,42,0,3,1,11,1,0,0,13,2,18,4,7,77,341,131,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,106.442,4.226,5.1,0.8539,0.675,81.0,0.0,5.0,3.0,1.0,89.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2022-09,2022,official_annual_disaggregated,176468.8,174873.1,1595.6,1772.7,7090.9,74999.2,1595.6,602.7,1824200.0,0.027,0.425,0.027,0.34,0.096738,0.032396,0.136364,24271014.0,9489726.55,89.0,0.0,3.0,73.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,20.37,25.33,245.9,1,11,30,8,3,0,1,2022,9,3,30,-1.0,-0.0,0,0,0,1,0,0,0,20.37,25.3333,16.0967,31.4,10.2,21.2,26.6333,16.2233,35.1,245.9,245.9,0.0,89.0,11,8,3,1,22,1,0,0,0,0,0,2,79.2,8.1,0.0,9.55,32.1,58.3,494.59,16.4863,373.0247,263.0367,76.4306,38,100,27.0,29.5,9.5456,21.005,0.02,0.033,0.4,0.002,20.0,11.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2022,30,8,4,2,10,4,4,2022-09-09 추석 전날; 2022-09-10 추석; 2022-09-11 추석 다음날; 2022-09-12 추석 대체 휴일,0,0,119,26,1,0,0,0,0,0,0,0,0,none,122,385,122,385,76,1,2,1,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,178,77,11,21,0,31,68,2,49,1,4,1,4,2,0,0,3,1,25,12,2,63,318,121,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,106.884,4.444,5.1,0.8362,-3.563,93.0,0.0,5.0,3.0,2.0,101.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2022-10,2022,official_annual_disaggregated,162156.0,153796.6,8359.4,590.9,2363.6,68916.3,8359.4,200.9,1824200.0,0.027,0.425,0.027,0.34,0.088892,0.169723,0.045455,17146568.99,6334109.8,86.0,1.0,1.0,73.0,21.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,12.32,17.25,195.3,0,9,31,10,3,0,0,2022,10,4,31,-0.866,0.5,0,0,0,1,0,0,0,12.3161,17.2484,8.0419,24.9,2.9,10.6839,16.0323,5.9677,25.3,195.3,195.3,0.0,90.0,9,6,2,1,25,0,0,0,0,0,0,0,3.4,179.6,0.0,8.9194,28.2,59.0,395.92,12.7716,348.165,262.7788,75.9207,36,100,20.285,20.285,8.9128,18.67,0.023,0.024,0.4,0.002,23.0,14.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2022,31,10,3,2,12,3,6,2022-10-03 개천절; 2022-10-09 한글날; 2022-10-10 한글날 대체 휴일,0,0,28,10,1,10,10,1,0,0,0,0,0,none,305,856,304,851,210,2,2,2,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,138,65,14,14,0,44,30,1,31,0,4,0,4,0,0,0,4,5,28,1,2,47,275,67,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,107.328,4.662,5.1,0.8183,-6.339,86.0,0.0,5.0,2.0,2.0,93.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
