month,year,data_status,alcoholic_beer_total_proxy_kl,regular_beer_excluding_low_calorie_proxy_kl,low_calorie_light_beer_proxy_kl,nonalcoholic_beer_proxy_kl,nonalcoholic_beer_market_value_proxy_million_krw,cass_fresh_proxy_kl,cass_light_proxy_kl,cass_0_0_or_all_zero_proxy_kl,alcoholic_total_annual_anchor_kl,low_calorie_share_assumption,cass_fresh_share_assumption,cass_light_share_assumption,cass_zero_share_of_na_assumption,monthly_weight_total_beer,monthly_weight_low_calorie,monthly_weight_nonalc,hs2203_import_kg_actual,hs2203_export_kg_actual,google_trends_beer,google_trends_imported_beer,google_trends_nonalc_beer,google_trends_cass_beer,google_trends_cass_light,google_trends_cass_zero_terms,generation_formula_note,seoul_avg_temp_c,seoul_avg_max_temp_c,seoul_precipitation_mm,seoul_hot_days_30c,seoul_rain_days,days_in_month,weekend_days,public_holiday_count_kr_approx,is_summer_peak_jun_aug,is_kbo_regular_season
2024-05,2024,official_annual_disaggregated,170523.8,165121.3,5402.5,1029.4,4117.6,75030.5,5102.4,308.8,1759100.0,0.036,0.44,0.034,0.3,0.096938,0.08531,0.058824,19948338.13,10989399.06,79.0,0.0,1.0,87.0,21.0,20.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,16.56,22.2,127.1,0,11,31,8,3,0,1
2024-06,2024,official_annual_disaggregated,173723.9,169593.5,4130.5,2058.8,8235.3,76438.5,3901.0,617.6,1759100.0,0.036,0.44,0.034,0.3,0.098757,0.065224,0.117647,20912456.44,8218112.34,80.0,0.0,2.0,55.0,15.0,30.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,22.85,29.05,109.9,11,12,30,10,0,1,1
2024-07,2024,official_annual_disaggregated,163853.4,158508.5,5344.9,2058.8,8235.3,72095.5,5048.0,617.6,1759100.0,0.036,0.44,0.034,0.3,0.093146,0.084401,0.117647,21502136.32,11475827.9,74.0,0.0,2.0,78.0,21.0,33.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,25.25,28.77,522.2,12,30,31,8,0,1,1
2024-08,2024,official_annual_disaggregated,179313.1,171702.2,7610.9,3088.2,12352.9,78897.7,7188.1,926.5,1759100.0,0.036,0.44,0.034,0.3,0.101935,0.120183,0.176471,18619902.41,6088946.15,85.0,1.0,3.0,90.0,31.0,41.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,27.27,31.24,181.6,24,24,31,9,1,1,1
2024-09,2024,official_annual_disaggregated,153286.7,147785.4,5501.2,2058.8,8235.3,67446.1,5195.6,617.6,1759100.0,0.036,0.44,0.034,0.3,0.087139,0.08687,0.117647,20393923.6,9263188.87,69.0,0.0,2.0,73.0,22.0,14.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,23.54,27.6,210.0,5,20,30,9,3,0,1
2024-10,2024,official_annual_disaggregated,137875.9,132917.7,4958.2,1029.4,4117.6,60665.4,4682.7,308.8,1759100.0,0.036,0.44,0.034,0.3,0.078379,0.078294,0.058824,22087347.36,10407414.51,59.0,0.0,1.0,61.0,20.0,23.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,14.57,19.51,75.5,0,14,31,8,2,0,0
2024-11,2024,official_annual_disaggregated,130414.7,126098.3,4316.4,1029.4,4117.6,57382.5,4076.6,308.8,1759100.0,0.036,0.44,0.034,0.3,0.074137,0.06816,0.058824,16989773.05,7452040.9,59.0,0.0,1.0,58.0,17.0,21.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,7.53,12.56,42.2,0,9,30,9,0,0,0
2024-12,2024,official_annual_disaggregated,141682.8,137499.7,4183.1,1029.4,4117.6,62340.4,3950.7,308.8,1759100.0,0.036,0.44,0.034,0.3,0.080543,0.066055,0.058824,16132672.07,7166612.82,66.0,0.0,1.0,85.0,16.0,35.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-1.13,2.92,2.7,0,7,31,9,1,0,0
2025-01,2025,generated_2025_provisional,144073.8,142988.5,1085.4,1333.3,5333.3,70308.0,1131.6,333.3,1899828.0,0.047,0.488,0.049,0.25,0.075835,0.012155,0.066667,19272097.74,6133512.21,66.0,0.0,2.0,57.0,0.0,27.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-2.14,1.96,19.3,0,10,31,8,4,0,0
2025-02,2025,generated_2025_provisional,133507.6,126887.9,6619.7,666.7,2666.7,65151.7,6901.4,166.7,1899828.0,0.047,0.488,0.049,0.25,0.070274,0.074136,0.033333,18053796.48,11976932.07,61.0,0.0,1.0,65.0,19.0,25.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-2.65,2.24,4.5,0,5,28,8,0,0,0
2025-03,2025,generated_2025_provisional,153380.3,145396.4,7983.9,666.7,2666.7,74849.6,8323.6,166.7,1899828.0,0.047,0.488,0.049,0.25,0.080734,0.089413,0.033333,18394332.71,9664103.05,72.0,0.0,1.0,71.0,23.0,25.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,5.83,11.63,44.8,0,14,31,10,1,0,0
2025-04,2025,generated_2025_provisional,139014.3,130267.2,8747.1,1333.3,5333.3,67839.0,9119.3,333.3,1899828.0,0.047,0.488,0.049,0.25,0.073172,0.09796,0.066667,18206908.63,11153408.92,64.0,0.0,2.0,92.0,26.0,32.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,11.53,17.43,103.4,0,11,30,8,0,0,1
2025-05,2025,generated_2025_provisional,155327.8,146452.7,8875.0,2000.0,8000.0,75799.9,9252.7,500.0,1899828.0,0.047,0.488,0.049,0.25,0.081759,0.099394,0.1,19745199.86,9216348.01,72.0,0.0,3.0,59.0,26.0,38.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,16.61,21.61,102.9,0,19,31,9,4,0,1
2025-06,2025,generated_2025_provisional,159174.6,152362.9,6811.7,2000.0,8000.0,77677.2,7101.5,500.0,1899828.0,0.047,0.488,0.049,0.25,0.083784,0.076285,0.1,21191373.5,9390552.02,73.0,0.0,3.0,74.0,19.0,55.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,23.21,28.11,100.6,6,20,30,9,1,1,1
2025-07,2025,generated_2025_provisional,192308.7,184944.0,7364.6,2000.0,8000.0,93846.6,7678.0,500.0,1899828.0,0.047,0.488,0.049,0.25,0.101224,0.082478,0.1,24619718.41,8510513.82,89.0,1.0,3.0,91.0,20.0,85.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,27.85,32.28,234.5,21,20,31,8,0,1,1
2025-08,2025,generated_2025_provisional,194860.6,187135.0,7725.7,2000.0,8000.0,95092.0,8054.4,500.0,1899828.0,0.047,0.488,0.049,0.25,0.102568,0.086521,0.1,21501037.94,8169891.81,93.0,0.0,3.0,100.0,21.0,62.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,27.09,30.91,204.7,23,25,31,10,1,1,1
2025-09,2025,generated_2025_provisional,158892.3,150330.3,8562.0,2000.0,8000.0,77539.4,8926.3,500.0,1899828.0,0.047,0.488,0.049,0.25,0.083635,0.095888,0.1,23439983.24,12959898.06,71.0,0.0,3.0,92.0,25.0,60.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,22.27,26.2,298.1,2,19,30,8,0,0,1
2025-10,2025,generated_2025_provisional,156390.4,146905.3,9485.1,2000.0,8000.0,76318.5,9888.8,500.0,1899828.0,0.047,0.488,0.049,0.25,0.082318,0.106226,0.1,19260082.46,7355365.6,73.0,0.0,3.0,95.0,28.0,45.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,15.46,19.36,158.8,0,22,31,8,6,0,0
2025-11,2025,generated_2025_provisional,154350.9,146632.1,7718.8,2000.0,8000.0,75323.2,8047.3,500.0,1899828.0,0.047,0.488,0.049,0.25,0.081245,0.086445,0.1,16623142.51,10959286.72,74.0,1.0,3.0,90.0,22.0,75.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,7.32,12.26,16.3,0,10,30,10,0,0,0
2025-12,2025,generated_2025_provisional,158546.8,150233.8,8312.9,2000.0,8000.0,77370.8,8666.7,500.0,1899828.0,0.047,0.488,0.049,0.25,0.083453,0.093098,0.1,19533651.42,13176874.04,74.0,1.0,3.0,97.0,24.0,34.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-0.69,3.41,45.9,0,11,31,8,1,0,0
